chr	start	end	CpG	C15_S1_dedup5-N	C15_S1_dedup5-X	C19_S2_dedup5-N	C19_S2_dedup5-X	C33_S3_dedup5-N	C33_S3_dedup5-X	C36_S4_dedup5-N	C36_S4_dedup5-X	C55_S5_dedup5-N	C55_S5_dedup5-X	C59_S6_dedup5-N	C59_S6_dedup5-X
chr6	128419475	128419534	4	NA	NA	30	2	NA	NA	26	5	NA	NA	NA	NA
chr6	128752915	128753059	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	1
chr6	128788596	128788785	13	NA	NA	23	5	NA	NA	NA	NA	22	1	NA	NA
chr6	129031226	129031386	5	NA	NA	NA	NA	NA	NA	NA	NA	26	1	21	1
chr6	129041197	129041211	3	NA	NA	NA	NA	NA	NA	NA	NA	25	22	NA	NA
chr6	129160718	129160737	3	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA
chr6	129483047	129483166	7	NA	NA	NA	NA	NA	NA	NA	NA	20	0	NA	NA
chr6	131243431	131243563	8	NA	NA	NA	NA	NA	NA	30	0	31	0	25	1
chr6	131337908	131338054	12	NA	NA	NA	NA	20	5	30	7	NA	NA	NA	NA
chr6	132641666	132641789	6	NA	NA	25	18	NA	NA	NA	NA	25	19	NA	NA
chr6	133656943	133657209	10	NA	NA	32	4	NA	NA	49	10	25	3	NA	NA
chr6	133710788	133710954	8	NA	NA	NA	NA	25	25	35	32	NA	NA	NA	NA
chr6	133911044	133911096	3	22	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6	133985026	133985110	9	NA	NA	NA	NA	44	2	20	2	NA	NA	NA	NA
chr6	134023047	134023283	6	20	2	NA	NA	NA	NA	25	10	28	2	21	3
chr6	134121900	134121980	6	NA	NA	NA	NA	28	27	NA	NA	NA	NA	NA	NA
chr6	134136225	134136409	6	NA	NA	20	8	29	20	32	27	33	25	NA	NA
chr6	134140317	134140421	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	15
chr6	134516549	134516593	7	NA	NA	NA	NA	NA	NA	NA	NA	21	2	NA	NA
chr6	134870819	134870909	9	29	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6	135118206	135118268	9	NA	NA	40	1	NA	NA	NA	NA	NA	NA	NA	NA
chr6	135150043	135150234	8	NA	NA	NA	NA	27	8	NA	NA	24	1	21	0
chr6	135152793	135152886	4	NA	NA	NA	NA	27	27	24	21	25	20	23	21
chr6	135220597	135220609	7	NA	NA	NA	NA	NA	NA	NA	NA	21	19	NA	NA
chr6	136467558	136467811	16	NA	NA	23	0	41	8	NA	NA	NA	NA	NA	NA
chr6	136467820	136468076	14	32	2	50	1	81	1	82	3	89	3	40	1
chr6	136495641	136495912	8	25	18	23	17	38	29	51	34	42	33	28	19
chr6	136753210	136753611	9	26	2	24	0	NA	NA	24	0	25	0	26	0
chr6	136756966	136757171	26	22	1	75	11	110	9	54	1	38	8	61	10
chr6	136758161	136758225	6	NA	NA	NA	NA	NA	NA	20	1	NA	NA	NA	NA
chr6	136776349	136776381	7	NA	NA	NA	NA	21	3	NA	NA	NA	NA	NA	NA
chr6	136776924	136777013	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr6	137478849	137478952	6	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr6	139536332	139536548	6	NA	NA	NA	NA	NA	NA	44	14	NA	NA	NA	NA
chr6	140373747	140373860	6	NA	NA	NA	NA	NA	NA	22	0	NA	NA	NA	NA
chr6	140374058	140374325	9	34	5	43	5	23	5	39	11	36	2	NA	NA
chr6	141545496	141545554	3	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA
chr6	141824967	141825123	5	NA	NA	NA	NA	NA	NA	20	14	21	17	NA	NA
chr6	141988982	141989102	6	NA	NA	NA	NA	NA	NA	NA	NA	20	13	NA	NA
chr6	141989451	141989514	4	NA	NA	NA	NA	NA	NA	37	31	22	15	NA	NA
chr6	142178905	142179172	10	NA	NA	NA	NA	NA	NA	NA	NA	29	25	22	16
chr6	142335403	142335460	7	NA	NA	NA	NA	22	6	NA	NA	NA	NA	NA	NA
chr6	142354950	142355060	4	NA	NA	NA	NA	21	17	NA	NA	NA	NA	NA	NA
chr6	142473493	142473670	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	1
chr6	142622749	142622869	5	NA	NA	NA	NA	NA	NA	36	14	24	7	NA	NA
chr6	143114749	143114962	9	NA	NA	NA	NA	23	1	NA	NA	27	1	NA	NA
chr6	143115453	143115525	8	NA	NA	NA	NA	NA	NA	29	4	NA	NA	NA	NA
chr6	143124225	143124427	4	NA	NA	NA	NA	NA	NA	21	17	21	15	NA	NA
chr6	143775441	143775503	4	20	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6	144730478	144730500	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr6	144856521	144856588	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	24
chr6	144997273	144997332	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	2
chr6	145032813	145033014	7	21	17	NA	NA	23	13	41	31	35	29	26	19
chr6	145142013	145142279	10	NA	NA	23	0	23	0	31	5	29	1	34	3
chr6	145199675	145199766	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	8
chr6	145224944	145225104	5	20	0	30	1	33	0	NA	NA	46	1	44	2
chr6	145289237	145289302	11	NA	NA	NA	NA	NA	NA	NA	NA	35	16	NA	NA
chr6	145437581	145437595	4	NA	NA	NA	NA	NA	NA	NA	NA	25	25	NA	NA
chr6	145811515	145811642	14	NA	NA	NA	NA	NA	NA	36	18	NA	NA	NA	NA
chr6	145812162	145812282	11	NA	NA	NA	NA	NA	NA	26	5	NA	NA	NA	NA
chr6	145813781	145813890	7	NA	NA	NA	NA	NA	NA	26	3	NA	NA	NA	NA
chr6	146580899	146580938	4	NA	NA	NA	NA	25	24	NA	NA	NA	NA	22	22
chr6	146590657	146590761	4	NA	NA	NA	NA	NA	NA	NA	NA	25	2	NA	NA
chr6	146674483	146674680	7	NA	NA	20	1	NA	NA	25	1	NA	NA	NA	NA
chr6	146704151	146704371	5	20	18	25	24	45	41	47	44	41	36	35	32
chr6	146991879	146992124	8	NA	NA	NA	NA	21	2	NA	NA	NA	NA	NA	NA
chr6	148160002	148160218	20	22	3	35	6	31	4	27	14	56	16	32	1
chr6	148209576	148209601	4	NA	NA	NA	NA	25	20	29	25	32	27	NA	NA
chr6	148210013	148210060	3	28	26	NA	NA	NA	NA	22	20	21	20	NA	NA
chr6	148895539	148895770	8	NA	NA	21	2	NA	NA	23	0	20	0	NA	NA
chr6	149049325	149049374	8	NA	NA	24	4	NA	NA	NA	NA	NA	NA	NA	NA
chr6	149281890	149282088	5	NA	NA	NA	NA	NA	NA	22	21	NA	NA	NA	NA
chr6	149346808	149347005	4	NA	NA	24	22	NA	NA	NA	NA	NA	NA	NA	NA
chr6	149357929	149358030	7	NA	NA	31	0	NA	NA	34	0	33	2	NA	NA
chr6	149441398	149441422	3	NA	NA	NA	NA	NA	NA	NA	NA	22	22	NA	NA
chr6	149514486	149514858	14	NA	NA	28	4	20	0	49	2	26	5	NA	NA
chr7	3102907	3102940	3	NA	NA	NA	NA	NA	NA	33	30	26	25	NA	NA
chr7	3289435	3289616	7	NA	NA	NA	NA	31	0	46	0	59	2	NA	NA
chr7	3412388	3412513	8	21	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	3449859	3449877	3	NA	NA	NA	NA	NA	NA	NA	NA	21	9	NA	NA
chr7	3596056	3596199	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr7	3597030	3597075	10	NA	NA	NA	NA	NA	NA	NA	NA	40	0	NA	NA
chr7	3618641	3618754	7	NA	NA	NA	NA	NA	NA	24	21	NA	NA	NA	NA
chr7	3644192	3644285	9	NA	NA	NA	NA	NA	NA	21	2	NA	NA	NA	NA
chr7	3645594	3645675	9	NA	NA	27	6	NA	NA	NA	NA	NA	NA	NA	NA
chr7	3655534	3655589	7	NA	NA	NA	NA	NA	NA	NA	NA	22	0	NA	NA
chr7	3658329	3658394	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	9
chr7	3956023	3956080	3	NA	NA	22	18	NA	NA	NA	NA	28	22	NA	NA
chr7	4344891	4344931	6	NA	NA	24	24	NA	NA	NA	NA	NA	NA	NA	NA
chr7	4483874	4484058	8	NA	NA	NA	NA	26	3	NA	NA	NA	NA	NA	NA
chr7	4497541	4497736	7	NA	NA	NA	NA	21	15	48	34	39	27	25	18
chr7	4565410	4565608	6	23	11	26	13	46	12	44	19	50	25	41	20
chr7	4610878	4611039	12	NA	NA	25	1	26	1	44	2	NA	NA	NA	NA
chr7	4691682	4691748	7	NA	NA	NA	NA	21	4	NA	NA	NA	NA	NA	NA
chr7	4692751	4692846	3	NA	NA	NA	NA	NA	NA	25	0	21	1	NA	NA
chr7	4704349	4704405	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	12
chr7	4744528	4744584	7	NA	NA	21	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	4763948	4764012	9	NA	NA	NA	NA	NA	NA	36	13	NA	NA	NA	NA
chr7	4972090	4972137	9	NA	NA	NA	NA	27	0	NA	NA	NA	NA	NA	NA
chr7	5014237	5014354	6	NA	NA	25	2	NA	NA	23	1	NA	NA	NA	NA
chr7	5014503	5014739	9	NA	NA	NA	NA	22	0	NA	NA	NA	NA	30	1
chr7	5031464	5031728	10	NA	NA	21	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5525750	5525787	4	NA	NA	NA	NA	NA	NA	20	16	NA	NA	NA	NA
chr7	5851142	5851432	8	43	32	40	28	59	47	55	44	92	78	45	36
chr7	5970605	5970735	7	NA	NA	NA	NA	NA	NA	23	19	24	21	NA	NA
chr7	6235418	6235489	5	NA	NA	NA	NA	23	0	NA	NA	NA	NA	NA	NA
chr7	6283266	6283327	3	NA	NA	NA	NA	NA	NA	24	11	NA	NA	NA	NA
chr7	6315897	6315980	7	NA	NA	NA	NA	NA	NA	NA	NA	23	1	NA	NA
chr7	6649069	6649163	9	20	13	24	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	6779069	6779112	3	NA	NA	NA	NA	NA	NA	22	20	NA	NA	NA	NA
chr7	6893702	6893718	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	2
chr7	7073916	7074224	16	NA	NA	42	7	NA	NA	45	5	NA	NA	NA	NA
chr7	7089381	7089504	5	NA	NA	NA	NA	36	0	NA	NA	37	0	NA	NA
chr7	7103632	7103688	3	NA	NA	NA	NA	NA	NA	24	23	30	27	24	24
chr7	7162486	7162580	5	NA	NA	NA	NA	NA	NA	NA	NA	21	1	NA	NA
chr7	7230817	7230981	23	74	48	NA	NA	NA	NA	NA	NA	49	31	NA	NA
chr7	7231090	7231322	7	NA	NA	NA	NA	NA	NA	NA	NA	33	11	NA	NA
chr7	7251667	7251815	7	NA	NA	22	1	23	3	26	1	23	1	26	1
chr7	7253060	7253352	10	NA	NA	25	3	NA	NA	25	6	NA	NA	35	9
chr7	7327363	7327431	5	NA	NA	22	4	NA	NA	NA	NA	NA	NA	NA	NA
chr7	9686104	9686155	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	17
chr7	11725079	11725369	5	NA	NA	35	22	34	17	40	22	45	28	26	9
chr7	12451980	12452108	6	NA	NA	NA	NA	21	15	35	32	28	25	NA	NA
chr7	12595801	12596180	7	34	29	60	54	45	42	55	48	46	40	46	42
chr7	12630376	12630429	4	NA	NA	NA	NA	NA	NA	27	22	NA	NA	NA	NA
chr7	13365927	13366001	13	NA	NA	NA	NA	NA	NA	NA	NA	33	4	NA	NA
chr7	13404001	13404073	9	NA	NA	NA	NA	NA	NA	21	12	NA	NA	21	10
chr7	13419849	13419983	5	NA	NA	NA	NA	NA	NA	NA	NA	27	0	21	1
chr7	13420098	13420263	7	NA	NA	NA	NA	NA	NA	23	0	29	1	37	2
chr7	13547180	13547233	5	NA	NA	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr7	13563196	13563256	7	NA	NA	27	9	NA	NA	NA	NA	NA	NA	NA	NA
chr7	13619139	13619326	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	6
chr7	13640911	13641033	5	NA	NA	NA	NA	NA	NA	NA	NA	22	19	22	19
chr7	13846777	13846824	7	25	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	14522135	14522207	3	NA	NA	NA	NA	NA	NA	NA	NA	23	15	NA	NA
chr7	14785151	14785380	6	30	16	31	19	34	16	39	28	31	22	48	29
chr7	15905418	15905559	3	NA	NA	NA	NA	NA	NA	26	12	23	10	NA	NA
chr7	16531349	16531394	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	0
chr7	16531513	16531634	9	NA	NA	NA	NA	20	0	22	0	NA	NA	NA	NA
chr7	16638363	16638428	8	NA	NA	NA	NA	NA	NA	NA	NA	26	5	NA	NA
chr7	16858047	16858164	9	NA	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA
chr7	16985441	16985554	11	NA	NA	NA	NA	22	3	39	1	NA	NA	33	0
chr7	17200535	17200593	12	36	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	17232739	17232793	5	NA	NA	37	35	20	20	55	49	20	17	28	25
chr7	17232934	17233317	20	30	17	70	55	68	42	75	56	78	68	51	42
chr7	17297739	17297831	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	13
chr7	17357496	17357549	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20
chr7	17532079	17532125	7	NA	NA	NA	NA	21	2	NA	NA	NA	NA	NA	NA
chr7	17612551	17612803	8	NA	NA	21	0	NA	NA	27	0	21	1	NA	NA
chr7	18913053	18913399	7	22	20	31	28	49	41	44	39	59	51	29	24
chr7	18921047	18921173	7	20	19	NA	NA	26	22	38	35	43	38	NA	NA
chr7	19519009	19519115	5	NA	NA	25	18	NA	NA	33	21	36	28	NA	NA
chr7	19543130	19543232	18	39	13	NA	NA	NA	NA	25	23	NA	NA	NA	NA
chr7	19547862	19547987	6	NA	NA	21	3	NA	NA	NA	NA	NA	NA	NA	NA
chr7	19575800	19575904	7	NA	NA	41	4	NA	NA	NA	NA	29	1	NA	NA
chr7	19591976	19592168	10	NA	NA	25	0	27	2	NA	NA	21	1	29	1
chr7	19608402	19608727	10	20	0	NA	NA	NA	NA	NA	NA	20	3	NA	NA
chr7	19704939	19705106	10	NA	NA	30	0	NA	NA	NA	NA	35	0	NA	NA
chr7	19886820	19886993	5	NA	NA	NA	NA	NA	NA	30	0	NA	NA	NA	NA
chr7	19989167	19989196	6	NA	NA	NA	NA	20	5	NA	NA	NA	NA	NA	NA
chr7	20108394	20108504	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	12
chr7	20250735	20250783	7	35	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	20301514	20301942	13	71	4	48	0	70	0	98	7	69	2	76	1
chr7	20335492	20335648	6	30	0	27	2	28	0	28	0	NA	NA	32	0
chr7	24804530	24804634	4	NA	NA	NA	NA	NA	NA	31	28	27	25	NA	NA
chr7	24819950	24820169	8	NA	NA	20	16	NA	NA	20	18	NA	NA	24	24
chr7	24919306	24919406	9	NA	NA	NA	NA	NA	NA	22	3	NA	NA	NA	NA
chr7	25266816	25266856	9	30	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	25329928	25330016	6	22	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	25331660	25331844	9	NA	NA	NA	NA	NA	NA	29	0	NA	NA	NA	NA
chr7	25370775	25370860	9	NA	NA	NA	NA	31	27	NA	NA	NA	NA	NA	NA
chr7	25372478	25372584	6	NA	NA	20	11	NA	NA	NA	NA	NA	NA	NA	NA
chr7	25390288	25390327	3	NA	NA	NA	NA	20	18	NA	NA	NA	NA	NA	NA
chr7	25423067	25423407	11	NA	NA	28	0	26	0	31	0	46	0	34	1
chr7	25469272	25469349	5	NA	NA	21	9	20	7	NA	NA	21	12	NA	NA
chr7	25469589	25469648	4	NA	NA	21	20	NA	NA	36	28	NA	NA	NA	NA
chr7	25514616	25514947	10	41	35	63	56	55	50	91	77	71	58	57	48
chr7	25515054	25515130	4	NA	NA	NA	NA	33	4	26	12	NA	NA	NA	NA
chr7	25740416	25740482	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	13
chr7	25793970	25794285	12	NA	NA	33	6	25	0	NA	NA	33	3	33	3
chr7	25857186	25857236	6	NA	NA	NA	NA	NA	NA	NA	NA	27	0	NA	NA
chr7	25861612	25861775	5	NA	NA	NA	NA	NA	NA	NA	NA	20	1	NA	NA
chr7	26022413	26022463	9	31	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	26082675	26082746	8	NA	NA	NA	NA	NA	NA	NA	NA	26	7	NA	NA
chr7	26315007	26315055	3	20	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	26321320	26321402	3	NA	NA	NA	NA	NA	NA	NA	NA	26	26	NA	NA
chr7	26386825	26386973	9	NA	NA	NA	NA	NA	NA	NA	NA	30	29	NA	NA
chr7	26443449	26443604	7	NA	NA	NA	NA	NA	NA	NA	NA	22	0	NA	NA
chr7	26474697	26474974	9	28	3	NA	NA	NA	NA	31	7	NA	NA	NA	NA
chr7	26602244	26602324	6	NA	NA	22	6	NA	NA	35	11	NA	NA	22	6
chr7	27219572	27219640	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	22
chr7	27730067	27730341	6	NA	NA	NA	NA	NA	NA	35	24	37	25	30	22
chr7	27792663	27792732	6	NA	NA	NA	NA	NA	NA	NA	NA	22	15	NA	NA
chr7	27981496	27981618	6	NA	NA	NA	NA	NA	NA	NA	NA	23	1	20	0
chr7	28091500	28091695	5	NA	NA	20	11	28	12	24	12	20	11	25	13
chr7	28153211	28153327	5	NA	NA	NA	NA	25	5	32	13	32	5	NA	NA
chr7	28181549	28181595	9	27	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	28271508	28271562	5	NA	NA	NA	NA	NA	NA	NA	NA	23	0	NA	NA
chr7	28435330	28435475	4	NA	NA	NA	NA	25	19	NA	NA	NA	NA	NA	NA
chr7	28515886	28516058	7	22	21	NA	NA	NA	NA	28	19	NA	NA	NA	NA
chr7	28516384	28516437	9	NA	NA	NA	NA	NA	NA	NA	NA	33	5	NA	NA
chr7	28516579	28516647	11	NA	NA	35	2	NA	NA	NA	NA	NA	NA	NA	NA
chr7	28516905	28517318	11	20	1	28	5	49	6	35	4	43	1	30	3
chr7	28549144	28549236	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	13
chr7	28592422	28592457	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	18
chr7	28647696	28647810	5	NA	NA	23	21	NA	NA	NA	NA	NA	NA	NA	NA
chr7	29012281	29012479	7	24	20	29	27	31	22	36	32	39	33	24	21
chr7	29097380	29097535	6	NA	NA	NA	NA	22	0	23	0	NA	NA	NA	NA
chr7	29135776	29135839	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	0
chr7	29178191	29178231	10	NA	NA	30	4	NA	NA	NA	NA	NA	NA	NA	NA
chr7	29252966	29253151	6	NA	NA	31	12	36	10	49	19	NA	NA	33	10
chr7	29383665	29383811	5	NA	NA	NA	NA	NA	NA	24	4	NA	NA	NA	NA
chr7	29527089	29527155	8	NA	NA	NA	NA	NA	NA	NA	NA	32	0	NA	NA
chr7	29551632	29551687	6	NA	NA	25	6	NA	NA	NA	NA	NA	NA	NA	NA
chr7	29766253	29766353	5	NA	NA	NA	NA	NA	NA	23	3	NA	NA	NA	NA
chr7	29940571	29940636	6	23	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	29996447	29996598	6	25	1	22	1	22	2	23	0	33	0	33	0
chr7	29996835	29997267	19	34	6	59	14	88	28	81	18	91	18	70	7
chr7	29997339	29997699	20	64	18	96	31	88	37	102	32	150	48	99	40
chr7	29997748	29998203	29	54	29	78	45	100	71	135	97	114	80	87	59
chr7	30425019	30425158	5	NA	NA	NA	NA	NA	NA	NA	NA	27	26	23	21
chr7	30596178	30596376	4	NA	NA	NA	NA	NA	NA	NA	NA	25	22	NA	NA
chr7	30638351	30638458	4	NA	NA	NA	NA	NA	NA	NA	NA	20	1	NA	NA
chr7	30647165	30647195	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	21
chr7	30718848	30718906	5	20	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	30815393	30815450	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	18
chr7	30835891	30835994	6	NA	NA	NA	NA	NA	NA	23	0	NA	NA	NA	NA
chr7	30906777	30906870	11	41	15	34	13	NA	NA	NA	NA	NA	NA	NA	NA
chr7	30929099	30929317	9	NA	NA	29	10	NA	NA	27	9	NA	NA	NA	NA
chr7	30988331	30988347	3	NA	NA	20	15	NA	NA	NA	NA	NA	NA	NA	NA
chr7	30996502	30996683	6	27	19	20	18	33	27	29	16	NA	NA	22	17
chr7	31144106	31144264	5	24	0	45	0	37	2	47	0	31	1	45	1
chr7	31228776	31229019	7	NA	NA	NA	NA	NA	NA	25	9	26	4	NA	NA
chr7	31250677	31250844	8	NA	NA	NA	NA	NA	NA	NA	NA	27	12	NA	NA
chr7	31835756	31835899	3	NA	NA	NA	NA	NA	NA	20	2	23	4	NA	NA
chr7	31911009	31911104	4	NA	NA	NA	NA	NA	NA	22	6	NA	NA	NA	NA
chr7	32026304	32026375	3	NA	NA	NA	NA	NA	NA	33	33	38	38	23	20
chr7	35097490	35097756	8	NA	NA	24	1	NA	NA	32	2	NA	NA	NA	NA
chr7	35841703	35841742	9	NA	NA	NA	NA	NA	NA	NA	NA	27	8	NA	NA
chr7	36432004	36432075	9	NA	NA	NA	NA	NA	NA	29	17	NA	NA	NA	NA
chr7	36587076	36587143	4	NA	NA	NA	NA	NA	NA	33	8	20	4	NA	NA
chr7	36734293	36734504	9	NA	NA	29	20	23	21	38	20	NA	NA	NA	NA
chr7	37706307	37706412	6	NA	NA	21	16	NA	NA	31	29	32	27	NA	NA
chr7	38351384	38351496	7	NA	NA	NA	NA	NA	NA	29	16	NA	NA	NA	NA
chr7	38557841	38558073	13	NA	NA	NA	NA	22	5	22	2	NA	NA	20	5
chr7	38679225	38679327	4	NA	NA	NA	NA	22	15	34	27	27	20	NA	NA
chr7	38846279	38846349	9	NA	NA	NA	NA	NA	NA	30	22	NA	NA	NA	NA
chr7	39204917	39205005	4	NA	NA	NA	NA	21	9	NA	NA	NA	NA	NA	NA
chr7	46584147	46584279	4	NA	NA	29	19	NA	NA	33	18	23	15	27	18
chr7	46808312	46808400	4	NA	NA	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr7	46808518	46808603	3	NA	NA	NA	NA	NA	NA	NA	NA	23	0	NA	NA
chr7	48155470	48155542	6	NA	NA	NA	NA	NA	NA	NA	NA	22	4	NA	NA
chr7	48157941	48158093	15	NA	NA	20	14	23	20	42	29	NA	NA	NA	NA
chr7	48649137	48649288	7	NA	NA	NA	NA	NA	NA	41	1	22	1	NA	NA
chr7	48754669	48755052	16	NA	NA	45	0	45	5	39	0	45	1	32	1
chr7	48755419	48755771	12	NA	NA	NA	NA	NA	NA	25	0	29	0	NA	NA
chr7	48756101	48756167	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	7
chr7	48854780	48855043	16	23	0	35	7	21	0	30	5	47	8	21	0
chr7	49760596	49760876	13	NA	NA	30	0	27	3	27	0	34	3	NA	NA
chr7	49847929	49848188	8	NA	NA	NA	NA	NA	NA	24	21	NA	NA	NA	NA
chr7	49897668	49898129	16	31	3	29	0	43	0	32	1	40	7	60	8
chr7	49915429	49915481	5	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA	NA
chr7	49915649	49915724	4	NA	NA	NA	NA	NA	NA	20	19	NA	NA	NA	NA
chr7	49948114	49948303	7	NA	NA	21	1	NA	NA	NA	NA	NA	NA	NA	NA
chr7	50122399	50122514	5	NA	NA	NA	NA	NA	NA	NA	NA	25	23	NA	NA
chr7	50152364	50152515	7	NA	NA	NA	NA	NA	NA	NA	NA	26	24	NA	NA
chr7	50220731	50220885	7	NA	NA	27	22	NA	NA	25	15	NA	NA	NA	NA
chr7	50333361	50333639	11	NA	NA	NA	NA	26	21	20	16	NA	NA	26	25
chr7	50432673	50433067	12	NA	NA	22	18	28	25	51	45	33	29	28	22
chr7	50509114	50509418	9	NA	NA	NA	NA	31	22	NA	NA	NA	NA	NA	NA
chr7	50730891	50731043	4	24	14	27	13	28	11	49	27	37	18	33	22
chr7	51341759	51341905	12	32	30	49	47	53	48	71	63	61	53	69	63
chr7	51615654	51615721	11	NA	NA	NA	NA	34	2	NA	NA	20	0	39	8
chr7	51751817	51751872	11	20	0	33	9	NA	NA	NA	NA	NA	NA	NA	NA
chr7	51859465	51859488	3	NA	NA	NA	NA	NA	NA	NA	NA	22	0	NA	NA
chr7	52147590	52147711	11	37	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	52150901	52150945	4	NA	NA	NA	NA	NA	NA	20	10	NA	NA	NA	NA
chr7	52222230	52222262	5	NA	NA	20	16	NA	NA	NA	NA	NA	NA	NA	NA
chr7	52225950	52226009	7	NA	NA	NA	NA	NA	NA	NA	NA	25	17	NA	NA
chr7	52241529	52241712	9	23	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	52319702	52319750	3	NA	NA	NA	NA	NA	NA	NA	NA	23	6	NA	NA
chr7	52379502	52379640	14	NA	NA	35	1	NA	NA	22	6	NA	NA	NA	NA
chr7	52602285	52602340	5	21	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	52622527	52622701	15	28	3	NA	NA	NA	NA	21	2	31	23	NA	NA
chr7	52660596	52660629	6	NA	NA	NA	NA	29	22	NA	NA	NA	NA	NA	NA
chr7	52662298	52662394	9	NA	NA	NA	NA	NA	NA	22	7	NA	NA	NA	NA
chr7	52960049	52960219	7	NA	NA	21	0	NA	NA	26	1	NA	NA	NA	NA
chr7	52961644	52961743	5	NA	NA	NA	NA	NA	NA	23	0	NA	NA	NA	NA
chr7	53069181	53069233	5	NA	NA	NA	NA	NA	NA	NA	NA	22	1	NA	NA
chr7	53075107	53075206	7	NA	NA	NA	NA	NA	NA	NA	NA	20	3	NA	NA
chr7	53117443	53117476	5	NA	NA	NA	NA	21	17	NA	NA	NA	NA	NA	NA
chr7	53289443	53289566	7	NA	NA	21	6	NA	NA	25	7	NA	NA	NA	NA
chr7	53341730	53341961	6	NA	NA	20	18	34	28	39	33	32	22	33	25
chr7	54051256	54051407	17	NA	NA	27	0	NA	NA	24	22	NA	NA	NA	NA
chr7	54246873	54247064	4	NA	NA	NA	NA	NA	NA	31	5	NA	NA	NA	NA
chr7	54306021	54306135	11	NA	NA	NA	NA	35	2	NA	NA	NA	NA	NA	NA
chr7	55036822	55037079	6	NA	NA	25	13	25	12	38	23	28	19	48	29
chr7	55387400	55387545	9	NA	NA	30	4	22	4	45	5	32	0	36	4
chr7	55691870	55691941	4	NA	NA	NA	NA	29	25	NA	NA	26	22	20	19
chr7	56326534	56326616	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	10
chr7	56506805	56507022	9	NA	NA	34	29	NA	NA	NA	NA	35	28	NA	NA
chr7	56529671	56529806	8	NA	NA	NA	NA	23	17	NA	NA	21	19	22	22
